Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
Texas Open,C,2020-02-01,OP,R7,Gonzaga HH,NYU MP,Neg,
Texas Open,C,2020-02-01,JV,R6,Houston WE,Missouri State PS,Neg,
Texas Open,C,2020-02-01,OP,R5,Wyoming MR,Kentucky KL,Neg,
Texas Open,C,2020-02-01,OP,R4,Wayne State HB,Dartmouth KS,Aff,
Texas Open,C,2020-02-01,OP,R3,Weber State NP,Michigan State AM,Aff,
Texas Open,C,2020-02-01,OP,R2,Missouri State HE,Baylor RW,Neg,
Texas Open,C,2020-02-01,OP,R1,Wayne State RB,George Mason AH,Neg,
Liberty University,C,2020-01-24,Open,R6,Navy GR,George Mason AR,Neg,
Liberty University,C,2020-01-24,Novice,R5,United States Military BH,Liberty MP,Neg,
Liberty University,C,2020-01-24,Novice,R4,Mary Washington HuMi,George Mason/Liberty PH,Neg,
Liberty University,C,2020-01-24,Open,R3,James Madison HS,George Mason JS,Aff,
Liberty University,C,2020-01-24,Novice,R2,Navy CY,George Mason IS,Neg,
Liberty University,C,2020-01-24,Open,R1,Liberty CC,George Mason BM,Neg,
Marie Hochmuth Round Robin at the University of Pittsburgh,C,2020-01-18,Open,R7,Southern California KR,Pittsburgh OM,Aff,
Marie Hochmuth Round Robin at the University of Pittsburgh,C,2020-01-18,Open,R3,Kansas NM,George Mason AH,Aff,
Marie Hochmuth Round Robin at the University of Pittsburgh,C,2020-01-18,Open,R2,Louisville YB,Liberty DE,Aff,
Cal Swing 2,C,2020-01-07,Open,R5,Oklahoma RW,Harvard AY,Neg,
Cal Swing 2,C,2020-01-07,Open,R4,Southwestern AM,Binghamton BD,Neg,
Cal Swing 2,C,2020-01-07,Open,R1,Binghamton AM,CSU Long Beach CS,Neg,
Cal Swing 1,C,2020-01-03,Open,Semis,Kansas BD,Oklahoma RW,Neg,"Aff								2-1"
Cal Swing 1,C,2020-01-03,Open,R6,Cal State Fullerton BW,CSU Long Beach CS,Neg,
Cal Swing 1,C,2020-01-03,JVN,R4,Fresno State PW,Fresno State/San Francisco SS,Neg,
Cal Swing 1,C,2020-01-03,JVN,R3,Fresno State AS,CSU Long Beach JK,Aff,
Cal Swing 1,C,2020-01-03,Open,R2,Binghamton BD,Harvard AY,Neg,
Cal Swing 1,C,2020-01-03,Open,R1,Southwestern BN,Binghamton MA,Neg,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,QTRS,UC Berkeley NR,Rutgers-Newark AH,Neg,"Aff								3-2"
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 8,Missouri State DK,Central Florida DF,Aff,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 7,NYU BS,Wichita State LP,Neg,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 6,Michigan State FJ,Harvard AY,Neg,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 5,Samford EG,,Aff,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 3,Missouri - Kansas City HD,Missouri State VW,Aff,
Franklin R Shirley at Wake Forest,C,2019-11-23,SHIR,RD 2,,Kansas State AE,Neg,
George Mason Debate Tournament College,C,2019-11-08,JV,Semis,George Mason JS,Liberty WW,Neg,"Neg								3-0"
George Mason Debate Tournament College,C,2019-11-08,JV,Quarte,George Mason DS,Liberty CR,Neg,"Neg								2-1"
George Mason Debate Tournament College,C,2019-11-08,Nov,R6,United States Military SG,George Mason BG,Neg,
George Mason Debate Tournament College,C,2019-11-08,Nov,R5,Mary Washington RU,George Mason MP,Neg,
George Mason Debate Tournament College,C,2019-11-08,JV,R4,Liberty SW,George Mason CS,Aff,
George Mason Debate Tournament College,C,2019-11-08,Nov,R3,George Mason BR,Liberty JJ,Neg,
George Mason Debate Tournament College,C,2019-11-08,Nov,R2,Liberty PS,George Mason PV,Aff,
George Mason Debate Tournament College,C,2019-11-08,Nov,R1,George Mason HS,Liberty BM,Neg,
UMW Debate Tournament,C,2019-10-11,Nov,Semis,Liberty PS,George Mason HS,Aff,"Aff								3-0"
UMW Debate Tournament,C,2019-10-11,JV,Semis,Cornell VY,George Mason TS,Aff,"Aff								3-0"
UMW Debate Tournament,C,2019-10-11,JV,Quarte,George Mason TS,Liberty LR,Neg,"Aff								2-1"
UMW Debate Tournament,C,2019-10-11,JV,R6,George Mason TS,Liberty SW,Aff,
UMW Debate Tournament,C,2019-10-11,Nov,R5,Navy BM,Liberty HM,Neg,
UMW Debate Tournament,C,2019-10-11,Open,R4,Georgetown KW,Florida SK,Aff,
UMW Debate Tournament,C,2019-10-11,Open,R3,George Mason BM,Georgetown CG,Aff,
UMW Debate Tournament,C,2019-10-11,Open,R2,George Mason AR,Navy GL,Aff,
UMW Debate Tournament,C,2019-10-11,Open,R1,Pittsburgh LR,Cornell DS,Aff,
JW Patterson Debates at Kentucky,C,2019-09-28,JV,Final,Michigan BW,Iowa ST,Neg,"Neg								2-1"
JW Patterson Debates at Kentucky,C,2019-09-28,Open,R8,Michigan State GS,Emporia State SV,Aff,
JW Patterson Debates at Kentucky,C,2019-09-28,Nov,R6,Navy YC,Mary Washington HM,Aff,
JW Patterson Debates at Kentucky,C,2019-09-28,JV,R2,Navy MY,Michigan BW,Neg,
GSU Atlanta Season Opener,C,2019-09-14,JV,Semi,Liberty CS,Houston FT,Neg,"Neg								2-1"
GSU Atlanta Season Opener,C,2019-09-14,OP,R8,Texas WS,Mary Washington CH,Aff,
GSU Atlanta Season Opener,C,2019-09-14,OP,R7,Iowa BR,Kansas BD,Neg,
GSU Atlanta Season Opener,C,2019-09-14,OP,R6,George Mason BG,Dartmouth SH,Aff,
GSU Atlanta Season Opener,C,2019-09-14,OP,R5,Dartmouth HK,West Georgia DS,Aff,
GSU Atlanta Season Opener,C,2019-09-14,OP,R4,George Mason BM,Michigan MK,Neg,
GSU Atlanta Season Opener,C,2019-09-14,OP,R3,Baylor CS,George Mason AH,Neg,
GSU Atlanta Season Opener,C,2019-09-14,JV,R2,Missouri State CM,Liberty CS,Neg,
GSU Atlanta Season Opener,C,2019-09-14,OP,R1,Dartmouth ET,Wyoming LT,Aff,
RKS 2019 Workshop,,2019-07-25,CX,Quarte,Gabe Gabe & Ian Ian,Dylan Dylan & Nick Nick,Aff,"Aff								3-0"
RKS 2019 Workshop,,2019-07-25,CX,6,Jazmyn Jazmyn & Rylie Rylie,Lisa Lisa & Zoe Zoe,Aff,
RKS 2019 Workshop,,2019-07-25,CX,5,Dylan Dylan & Nick Nick,Dash Dash & Ramon Ramon,Aff,
RKS 2019 Workshop,,2019-07-25,CX,4,Hollis Hollis & Lola Lola,Ty Ty & Sam Sam,Neg,
RKS 2019 Workshop,,2019-07-25,CX,3,Noel Noel & Ysa Ysa,Rahul V. Rahul V. & Justin S. Justin S.,Neg,
RKS 2019 Workshop,,2019-07-25,CX,2,Khushi Khushi & Kat Kat,Arnav Arnav & Vanuli Vanuli,Neg,
Tournament of Champions,HS,2019-04-27,LD,R6,Lake Travis BL,Harvard-Westlake SK,Aff,
Tournament of Champions,HS,2019-04-27,LD,R4,Marcus KL,Harker SS,Aff,
Tournament of Champions,HS,2019-04-27,LD,R3,Dougherty Valley AY,Success Academy Manhattan TR,Neg,
73rd National Debate Tournament,C,2019-03-21,Open,Round,Missouri State DE,Missouri - Kansas City DH,Neg,"Neg								2-1"
73rd National Debate Tournament,C,2019-03-21,Open,Round,Wichita State WL,Missouri - Kansas City MW,Aff,"Aff								3-0"
73rd National Debate Tournament,C,2019-03-21,Open,Round,West Georgia CC,Kentucky HR,Neg,"Neg								2-1"
73rd National Debate Tournament,C,2019-03-21,Open,Round,Binghamton DM,Dartmouth MS,Neg,"Neg								2-1"
73rd National Debate Tournament,C,2019-03-21,Open,Round,George Mason AH,Baylor RW,Neg,"Neg								3-0"
D6 Qualifier CEDA SESEC Championship,C,2019-02-15,,R2,Louisv LR,Emory GN,Neg,
D6 Qualifier CEDA SESEC Championship,C,2019-02-15,,R1,Georgi/Emory DL,Florid OC,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,OCTAS,Emporia State SW,Emory GS,Neg,"Neg								5-0"
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,DBLS,Dartmouth ET,Binghamton AY,Neg,"Neg								3-2"
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 8,Liberty HT,Dartmouth SW,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 7,Emporia State MK,George Mason AH,Neg,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 6,Navy RB,Wisconsin- Madison DP,Neg,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 4,Dartmouth ET,Southern California HR,Aff,
55th Owen L Coon Memorial at Northwestern,C,2019-02-02,Open,RD 2,Wichita State LW,Pittsburgh FK,Aff,
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,Semis,Kansas HM,Rutgers-Newark AH,Neg,"Neg								3-0"
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,Quarte,Kansas HM,UC Berkeley NR,Aff,"Aff								2-1"
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,Octos,Binghamton YA,Kansas DB,Aff,"Aff								2-1"
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,R6,NYU BS,Wichita State BH,Aff,
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,R3,Puget Sound EW,UNLV RR,Neg,
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,R2,Oklahoma SJ,Southern California DK,Aff,
The 2019 Kathryn Klassic at Cal State Fullerton,C,2019-01-07,OPEN,R1,Binghamton DM,Iowa GL,Neg,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,Quarte,Rutgers-Newark AH,Binghamton AY,Neg,"Neg								2-1"
2019 USC Alan Nichols Tournament,C,2019-01-03,JV,Semi,UNLV ST,CSUF/Fullerton HK,Aff,"Neg								2-1"
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R7,Southern California KR,Binghamton BP,Aff,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R6,UC Berkeley NR,UNLV RR,Aff,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R5,Binghamton MD,UC Berkeley EE,Aff,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R4,UNLV AW,Liberty HT,Neg,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R3,Southern California DK,Puget Sound EW,Aff,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R2,Rutgers-Newark AH,Wichita State KB,Aff,
2019 USC Alan Nichols Tournament,C,2019-01-03,Var,R1,UC Berkeley SW,George Mason BH,Aff,
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,SEMS,Georgia AR,Oklahoma JS,Neg,"Neg								3-0"
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,RD 7,Oklahoma JS,Georgia RS,Aff,
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,RD 6,Mary Washington/Minnesota HK,Missouri State PE,Neg,
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,RD 4,Wichita State WL,NYU BS,Aff,
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,RD 3,Southern California HR,George Mason BH,Neg,
Franklin R Shirley Classic at Wake Forest,C,2018-11-17,SHIR,RD 2,Indiana GK,Pittsburgh FK,Neg,
The Jesuit Gonzaga University,C,2018-10-27,Open,DBLS,Binghamton AY,Indiana AD,Aff,"Aff								2-1"
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 8,Kansas FM,Dartmouth MW,Aff,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 7,Minnesota CK,UT Dallas WM,Neg,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 6,Weber State MM,George Mason AH,Neg,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 5,West Georgia CC,Indiana AD,Neg,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 3,Emory AP,Wyoming LT,Aff,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 2,Wyoming LH,UNLV AW,Neg,
The Jesuit Gonzaga University,C,2018-10-27,Open,RD 1,UNLV RR,Binghamton AY,Neg,
6th Mukai College Classic,C,2018-09-28,O,0F,Kansas BD,Weber BT,Aff,"Aff								2-1"
6th Mukai College Classic,C,2018-09-28,O,R8,UMKC HM,ASU/Wyomin GH,Aff,
6th Mukai College Classic,C,2018-09-28,O,R7,Texas ML,UNLV QS,Neg,
6th Mukai College Classic,C,2018-09-28,O,R6,Texas CL,UMKC/KanCit WR,Neg,
6th Mukai College Classic,C,2018-09-28,J,R4,UNLV LP,ASU BC,Aff,
6th Mukai College Classic,C,2018-09-28,O,R3,Florid MK,SouCal RW,Neg,
6th Mukai College Classic,C,2018-09-28,O,R2,Weber BT,Libert MS,Neg,
6th Mukai College Classic,C,2018-09-28,O,R1,ASU FG,KState EL,Neg,
GSU National Opener,C,2018-09-15,OPEN,R4,Emory HS,Wyoming TL,Neg,
GSU National Opener,C,2018-09-15,OPEN,R2,Dartmouth SaKr,UNLV AW,Neg,
GSU National Opener,C,2018-09-15,OPEN,R1,UC Berkeley LD,Vanderbilt JR,Aff,
East Oklahoma District Tournament,HS,2018-03-01,CX,R3,1007,1003,Aff,"Aff								3-0"
East Oklahoma District Tournament,HS,2018-03-01,CX,R1,1005,1008,Neg,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Finals,Liberal Arts and Science CM,Little Rock Central WW,Neg,"Neg								2-1"
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Semis,Lincoln Prep BM,Liberal Arts and Science CM,Neg,"Neg								3-0"
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Quarte,Tulsa Union JS,Liberal Arts and Science CM,Neg,"Neg								2-1"
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,NCX,Semis,Barstow DT,Bentonville DD,Neg,"Neg								2-1"
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 6,Jenks LM,Liberal Arts and Science MS,Neg,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 5,Southlake Carroll PH,Edmond North DG,Aff,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 4,Tulsa Union SR,Millard North LH,Neg,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 3,Houston Memorial  M,Moore CM,Neg,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 2,Liberal Arts and Science CM,Millard North PK,Aff,
JW Patterson Invitational at Heritage Hall,HS,2016-01-16,VCX,Rd 1,Little Rock Central WW,Liberal Arts and Science AV,Aff,
Greenhill Fall Classic,HS,2015-09-19,CX,R5,HouMem MS,HeaRoy TF,Neg,
