Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
John Edie Holiday Tournament at Blake,HS,2014-12-19,CX,R1,Iowa City HS,Hawken LY,Aff,
The 2014 Ridge Debates,HS,2014-12-12,VCX,Quarte,Newark Science BM,Bronx Science FG,Aff,"Aff								3-0"
The 2014 Ridge Debates,HS,2014-12-12,NCX,R4,West Windsor-Plainsboro HS South SS,Bronx Science HT,Neg,
The 2014 Ridge Debates,HS,2014-12-12,VCX,R3,Bronx Science AC,Lexington XZ,Neg,
The 2014 Ridge Debates,HS,2014-12-12,VCX,R2,Bronx Science ZR,Lexington DL,Neg,
The 2014 Ridge Debates,HS,2014-12-12,NCX,R1,Lexington BC,Eastside HD,Aff,
Jacobsohn Memorial Mountaineer Debates WVU,C,2014-11-14,JV,Semis,George Mason GW,Miami CP,Aff,"Aff								3-0"
Jacobsohn Memorial Mountaineer Debates WVU,C,2014-11-14,Nov,Octas,United States Military HG,James Madison MW,Neg,"Neg								3-0"
Jacobsohn Memorial Mountaineer Debates WVU,C,2014-11-14,Open,Semis,George Mason DM,West Virginia MO,Aff,"Neg								2-1"
University of Michigan HS Tournament,HS,2014-11-05,VCX,R7,Iowa City VK,H.H. Dow SC,Aff,
University of Michigan HS Tournament,HS,2014-11-05,VCX,R6,University Prep TT,Chicago Lab Schools WP,Aff,
University of Michigan HS Tournament,HS,2014-11-05,VCX,R5,Cathedral Prep SB,New Trier ST,Neg,
University of Michigan HS Tournament,HS,2014-11-05,VCX,R4,H.H. Dow PZ,Iowa City GO,Neg,
University of Michigan HS Tournament,HS,2014-11-05,VCX,R3,Wylie E. Groves JG,USN BW,Aff,
University of Michigan HS Tournament,HS,2014-11-05,NCX,R2,Niles North CU,New Trier MK,Aff,
University of Michigan HS Tournament,HS,2014-11-05,NCX,R1,Glenbrook North CH,Niles North GH,Neg,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,Pittsburgh CP,Trinity VY,Aff,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,Minnesota WW,Texas KS,Neg,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,Rutgers-Newark HS,West Georgia GM,Aff,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,George Mason BO,Cornell KR,Aff,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,Michigan KM,Concordia College SS,Aff,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,Pittsburgh BR,Michigan KK,Aff,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,James Madison LM,Towson TW,Aff,
New York City Invitational,HS,2014-10-16,TD,Octos,Baltimore City College BY,River Hill DD,Neg,"Aff								2-1"
New York City Invitational,HS,2014-10-16,TD,Sextod,Lexington SZ,Atholton BB,Neg,"Neg								2-1"
New York City Invitational,HS,2014-10-16,TD,R6,Marquette University VR,Baltimore City College ID,Aff,
New York City Invitational,HS,2014-10-16,TD,R4,Broad Run DS,River Hill DD,Aff,
New York City Invitational,HS,2014-10-16,TD,R3,Brooklyn Technical DE,Cypress Bay HV,Aff,
New York City Invitational,HS,2014-10-16,TD,R1,Brooklyn Technical WR,Debate Rhode Island BD,Aff,
Bronx Round Robin,HS,2014-10-16,TD,R2,River Hill DD,Bronx Science MM,Aff,"Aff								2-0"
Bronx Round Robin,HS,2014-10-16,TD,R1,Lexington KK,Baltimore City College GM,Neg,"Neg								2-0"
James MadisonLBS Invitational,C,2014-10-04,Open,Finals,James Madison LM,Rutgers-Newark HS,Aff,"Aff								2-1"
James MadisonLBS Invitational,C,2014-10-04,Nov,Semis,Cornell KB,Liberty SY,Neg,"Neg								2-1"
James MadisonLBS Invitational,C,2014-10-04,Open,Quarte,James Madison LM,George Mason BO,Aff,"Aff								3-0"
James MadisonLBS Invitational,C,2014-10-04,Open,Octs,Liberty CS,Pittsburgh BR,Aff,"Aff								3-0"
James MadisonLBS Invitational,C,2014-10-04,Nov,Rd 6,West Virginia WW,Liberty GS,Aff,
James MadisonLBS Invitational,C,2014-10-04,Nov,Rd5,Liberty QW,James Madison SG,Aff,
James MadisonLBS Invitational,C,2014-10-04,Open,R4,George Washington TT,Liberty CS,Neg,
James MadisonLBS Invitational,C,2014-10-04,JV,Rd3,James Madison MP,Liberty KP,Neg,
James MadisonLBS Invitational,C,2014-10-04,Open,R2,George Mason BO,James Madison MP,Aff,
James MadisonLBS Invitational,C,2014-10-04,JV,Rd1,Cornell RD,Liberty BC,Aff,
GDS Tournament at Georgetown Day School,HS,2014-09-26,VCX,R6,Bronx Science LD,Wilson KK,Aff,
GDS Tournament at Georgetown Day School,HS,2014-09-26,VCX,R5,Unionville CP,Harrisonburg Independent HB,Aff,
GDS Tournament at Georgetown Day School,HS,2014-09-26,VCX,R4,Brooklyn Independent Debate WR,Capitol Debate EK,Neg,
GDS Tournament at Georgetown Day School,HS,2014-09-26,VCX,R2,Baltimore City College GM,Bronx Science ZK,Aff,
GDS Tournament at Georgetown Day School,HS,2014-09-26,VCX,R1,Broad Run DS,ACORN Community FV,Aff,
68th National Debate Tournament in Indiana,C,2014-03-28,Open,5,Indiana PS,Dartmouth KS,Neg,"Neg								3-0"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,4,Wake DL,Towson JR,Neg,"Neg								3-0"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,3,Rutgers RS,UNT AK,Aff,"Aff								2-1"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,2,West Ga AM,UMKC AF,Neg,"Neg								2-1"
CEDA Nats  Indiana,C,2014-03-21,,Dbls,Louisville BL,Rutgers-Newark HS,Aff,"Aff								4-1"
CEDA Nats  Indiana,C,2014-03-21,,Trip,West Georgia AM,Towson BU,Aff,"Aff								2-1"
CEDA Nats  Indiana,C,2014-03-21,,Rd 8,Louisville BL,West Georgia AM,Aff,
CEDA Nats  Indiana,C,2014-03-21,,Rd 7,United States Military CH,Wayne State NW,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 6,Bard College/San Diego State DN,Liberty CC,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 5,United States Military LS,Liberty HM,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 4,Puget Sound MD,George Mason BW,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 3,Cornell RK,Louisville TW,Aff,
CEDA Nats  Indiana,C,2014-03-21,,Rs 2,Louisville LR,Rutgers-Newark HS,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 1,North Texas CS,CUNY JS,Aff,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,Nov,Quarte,West Virginia FP,Miami PP,Aff,"Aff								3-0"
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,Nov,Octas,Liberty CW,George Mason KO,Neg,"Neg								3-0"
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,JV,R7,Liberty CS,United States Military HH,Aff,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,Nov,R6,Boston College SP,West Virginia DE,Aff,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,JV,R5,Cornell LR,Miami GS,Neg,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,JV,R4,George Mason BK,Liberty MB,Aff,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,JV,R3,James Madison YP,West Virginia/New RT,Neg,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,JV,R2,Liberty CC,George Mason MT,Aff,
National Junior Varsity and Novice Championship at George Mason,C,2014-03-08,Nov,R1,James Madison WP,Liberty KP,Neg,
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov Fi,BC PS,NYU CK,Neg,"Neg								2-1"
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov Se,Liberty CR,BC PS,Aff,"Neg								2-1"
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov Qu,USMA BS,BC PS,Neg,"Neg								2-1"
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov Oc,WCSU MM,BC PS,Neg,"Neg								3-0"
CEDA East Regionals at West Conn,C,2014-02-22,JV,JV 6,Liberty CS,CUNY DL,Aff,
CEDA East Regionals at West Conn,C,2014-02-22,JV,JV 5,USMA\New School OT,BC CT,Aff,
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov 4,Liberty CW,CUNY DJ,Aff,
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov 3,WVU FP,Cornell AG,Aff,
CEDA East Regionals at West Conn,C,2014-02-22,Nov,Nov 2,Liberty KP,WVU DE,Neg,
CEDA East Regionals at West Conn,C,2014-02-22,JV,JV 1,WCSU PW,Liberty CC,Neg,
IC Spring  Sydney Landon IV,C,2014-02-08,Open,Sem,Cornell HP,CUNY AC,Aff,"Aff								3-0"
IC Spring  Sydney Landon IV,C,2014-02-08,Nov,semis,Cornell RK,NYU HM,Aff,"Aff								3-0"
IC Spring  Sydney Landon IV,C,2014-02-08,Open,R5,Cornell MK,CUNY DL,Neg,
IC Spring  Sydney Landon IV,C,2014-02-08,Open,R1,Cornell HP,CUNY AC,Aff,
Rutgers Newark Debate Tournament,C,2014-01-24,Open,semis,UniSta LS,CUNY AS,Neg,"Neg								3-0"
Rutgers Newark Debate Tournament,C,2014-01-24,Open,qurts,CUNY AS,UniSta HH,Aff,"Aff								3-0"
Rutgers Newark Debate Tournament,C,2014-01-24,Nov,nov6,UniSta OR,CUNY DJ,Aff,
Rutgers Newark Debate Tournament,C,2014-01-24,Open,rnd4,NewYor CI,UniSta LS,Neg,
Rutgers Newark Debate Tournament,C,2014-01-24,Open,rnd3,CUNY\Rutger MW,UniSta CH,Aff,
Rutgers Newark Debate Tournament,C,2014-01-24,Open,nd2,WesCon AE,UniSta BS,Neg,
Rutgers Newark Debate Tournament,C,2014-01-24,Open,rnd1,CUNY AS,UniSta HH,Aff,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 6,NYU ZD,Puget Sound Qu,Neg,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 5,Pepperdine CH,Michigan HK,Neg,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 4,Liberty CE,Harvard NB,Neg,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,ND,ND 3,NYU HM,Cal State Fullerton DL,Aff,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 2,Sacramento State GH,Oklahoma BC,Neg,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 1,Cornell PR,Rutgers-Newark RS,Neg,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,JV,R6,Fresno State BH,CSU Northridge TG,Neg,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R5,Louisville BL,George Mason BW,Aff,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R4,Arizona State MW,Liberty BM,Neg,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R3,George Mason KL,Concordia College BS,Neg,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R2,Oklahoma LM,NYU DZ,Aff,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R1,Michigan HK,Harvard BS,Neg,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,JV,JV FIN,BosCol CT,UniSta MS,Neg,"Neg								3-0"
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Nov,NOV FI,BosCol PS,UniSta BS,Neg,"Neg								3-0"
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Nov,NOV QU,WesVir FP,NewYor CW,Aff,"Aff								3-0"
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Open,OPEN 6,CUNY JM,UniSta LS,Aff,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Open,OPEN 5,UniSta AH,New DT,Neg,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Nov,NOV 4,Monmou KP,BosCol PS,Neg,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Open,OPEN 3,UniSta BS,NewYor WZ,Aff,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,JV,JV 2,BosCol CW,UniSta MS,Neg,
Jersey Shore Invitational at Monmouth University,C,2013-11-23,Nov,NOV 1,UniSta BS,Monmou HT,Aff,
Clarion University Autumn Debate Tournament,C,2013-11-01,Open,OpQua,JMU CP,Liberty BM,Neg,"Neg								3-0"
Clarion University Autumn Debate Tournament,C,2013-11-01,Novice,Nov Oc,BostonColleg PS,Liberty AB,Neg,"Neg								3-0"
Clarion University Autumn Debate Tournament,C,2013-11-01,JV,JV6,JMU HP,New School DT,Neg,
Clarion University Autumn Debate Tournament,C,2013-11-01,Novice,Nov 5,Liberty JR,JMU BH,Neg,
Clarion University Autumn Debate Tournament,C,2013-11-01,Novice,Nov 4,Liberty KP,George Mason GO,Neg,
Clarion University Autumn Debate Tournament,C,2013-11-01,Open,Op3,Liberty AB,Wayne State NW,Neg,
Clarion University Autumn Debate Tournament,C,2013-11-01,Novice,Nov 2,USMA OS,Capital CL,Aff,
Clarion University Autumn Debate Tournament,C,2013-11-01,Novice,Nov 1,USMA DR,JMU PW,Neg,
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Fin,Rutgers CT,Liberty CS,Neg,"Neg								2-1"
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Sem,NYU KW,Liberty CS,Neg,"Neg								3-0"
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Qua,Liberty MW,Rutgers CT,Neg,"Neg								3-0"
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Oct,GMU MT,Rutgers JJ,Neg,"Neg								2-1"
2013 West Point Debate Tournament,C,2013-10-18,Novice,Novice,Liberty CP,Cornell RR,Neg,
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Rou,Rutgers EW,Cornell LR,Aff,
2013 West Point Debate Tournament,C,2013-10-18,Novice,Novice,Monmouth RT,Vandy DH,Aff,
2013 West Point Debate Tournament,C,2013-10-18,Novice,Novice,Vandy JeRo,BC CM,Aff,
2013 West Point Debate Tournament,C,2013-10-18,JV,JV Rou,GMU JW,CUNY AL,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 8,Liberty CC,Cal State Fullerton GR,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 7,Indiana PS,James Madison LM,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 6,Louisville BL,Missouri - Kansas City FA,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 5,George Washington AS,James Madison GP,Aff,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 4,United States Military BS,Kansas State MK,Aff,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 3,Liberty CS,Georgia Tech JS,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 2,Louisville KT,Missouri - Kansas City CP,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 1,"California, Berkeley SM",Liberty CE,Aff,
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,jv,Semis,Cornel LR,NewYor EI,Neg,"Aff								2-1"
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,open,Round,Vermon BB,NewYor DD,Aff,
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,jv,Round,CUNY DJ,NewYor EI,Aff,
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,nov,Round,Vermon MS,NewYor KS,Neg,
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,nov,Round,CUNY\Vermon JL,Navy KS,Aff,
U of Rochester Brad Smith Debate Tournament,C,2013-09-28,open,Round,Navy JR,NewYor GZ,Neg,
2013 NE Regional Opener,C,2013-09-20,JV,JV FIN,GMU MT,New DT,Aff,"Aff								3-0"
2013 NE Regional Opener,C,2013-09-20,JV,JV SEM,New DT,Rutgers CT,Neg,"Aff								2-1"
2013 NE Regional Opener,C,2013-09-20,Open,OPEN Q,GMU BW,USMA LS,Aff,"Aff								3-0"
2013 NE Regional Opener,C,2013-09-20,Novi,NOV OC,USMA DR,Cornell KK,Neg,"Neg								2-1"
2013 NE Regional Opener,C,2013-09-20,JV,JV6,Wilkes NW,WVU FP,Neg,
2013 NE Regional Opener,C,2013-09-20,JV,JV5,USMA MO,Bard CK,Neg,
2013 NE Regional Opener,C,2013-09-20,Novi,N4,JCU GW,Cornell KR,Neg,
2013 NE Regional Opener,C,2013-09-20,Open,O3,WVU BO,USMA HM,Aff,
2013 NE Regional Opener,C,2013-09-20,JV,JV2,Cornell RW,Rutgers CT,Neg,
2013 NE Regional Opener,C,2013-09-20,Open,O1,USMA BS,Bard DT,Aff,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r8,116,West Virginia JR,Aff,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r6,UniSta MR,Los Rios JL,Neg,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r5,117,OP,Aff,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r4,NewYor FI,JamMad BM,Neg,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r3,JamMad MM,UniSta OdHo,Aff,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r2,JamMad BL,West Virginia OP,Aff,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r1,135,Los Rios RS,Aff,
JV/Novice Nationals,C,2013-03-02,JV,JO,JMU LM,West VA OP,Aff,"Aff								3-0"
JV/Novice Nationals,C,2013-03-02,JV,J7,USMA CH,West VA OP,Aff,
JV/Novice Nationals,C,2013-03-02,JV,J5,USMA MS,Liberty CT,Neg,
JV/Novice Nationals,C,2013-03-02,JV,J4,Liberty CM,USMA BS,Neg,
JV/Novice Nationals,C,2013-03-02,JV,J3,Rutgers BJ,JMU PY,Aff,
JV/Novice Nationals,C,2013-03-02,JV,J2,USMA HH,Liberty AB,Neg,
JV/Novice Nationals,C,2013-03-02,JV,J1,JMU GM,Liberty GH,Neg,
CEDA East Regionals,C,2013-02-23,JV,Semis,UVM CB,WCSU AB,Neg,"Neg								3-0"
Jersey Shore Invitational  Monmouth,C,2013-01-26,JV,JV 6,JohCar HM,WesVir OP,Neg,
Jersey Shore Invitational  Monmouth,C,2013-01-26,JV,JV 5,LibUni GH,UniSta OO,Aff,
Jersey Shore Invitational  Monmouth,C,2013-01-26,Open,OPEN 4,BosCol FH,GeoMas MW,Aff,
Jersey Shore Invitational  Monmouth,C,2013-01-26,JV,JV 3,LibUni TA,JohCar DM,Aff,
Jersey Shore Invitational  Monmouth,C,2013-01-26,Novice,Novice,USMA MR,GMU NT,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,6,UTSA NS,WestGeorgia GM,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,3,UTSA MX,UMKC BS,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,2,Towson HW,JamesMadison BL,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,1,UMKC AB,KSU BM,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,5,UMKC AG,BosCol KM,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,4,WakeForest DL,UTSA CR,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,3,WestGa GM,JamMad BL,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,2,UTSA MX,GSU FS,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,1,UCO BY,UTSA NS,Neg,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,7,Bard DJ,Louisville VW,Neg,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,2,JMU BL,UTSA NS,Aff,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,1,Stanford LS,Cornell PW,Neg,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Open,Open R,USMA MS,Bard JT,Neg,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Open,Open R,Cornell RW,USMA BS,Neg,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Novice,Novice,Cornell HX,USMA JP,Neg,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Open,Open R,Cornell FF,NS FT,Aff,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Open,Open R,Cornell GM,USMA AH,Neg,
Huber Debates 2012 Univ of Vermont,C,2012-11-03,Open,Open R,Bard DJ,Cornell LP,Neg,
West Point Debate Tournament,C,2012-10-19,Novice,Novice,Liberty CC,New School BG,Aff,
West Point Debate Tournament,C,2012-10-19,JV,JV Rou,Cornell CG,Liberty EH,Neg,
West Point Debate Tournament,C,2012-10-19,Novice,Novice,Cornell AR,JamMad AT,Neg,
West Point Debate Tournament,C,2012-10-19,JV,JV Rou,Liberty CW,JamMad GY,Aff,
West Point Debate Tournament,C,2012-10-19,JV,JV Rou,WVU OP,Liberty CM,Neg,
NE Regional Opener,C,2012-09-21,,6,CornelCK,RutgerVH,Neg,
NE Regional Opener,C,2012-09-21,,5,CUNY GC,GMU MD,Neg,
NE Regional Opener,C,2012-09-21,,3,USMA HT,JCU MS,Neg,
NE Regional Opener,C,2012-09-21,,2,GMU BB,USMA MS,Neg,
NE Regional Opener,C,2012-09-21,,1,JCU HM,GMU HD,Aff,
