Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
Texas Open,C,2015-02-07,TXO,R4,Kansas Bhatla & Cook,Emory Klarman & Lowe,Neg,
Dartmouth Round Robin,C,2015-01-23,drtRR,R7,Emory Sigalos & Karthikeyan,Harvard Bolman & Suo,Aff,
Dartmouth Round Robin,C,2015-01-23,drtRR,R5,Northwestern Vellayappan & Miles,Georgetown McCoy & Louvis,Aff,
Dartmouth Round Robin,C,2015-01-23,drtRR,R3,Minnesota Ehrlich & Crunkilton,Michigan Allen & Pappas,Neg,
2015 Kathryn Klassic  Cal State Fullerton,C,2015-01-07,Open,Octos,Harvard DH,California Berkeley SW,Aff,"Aff								4-1"
2015 Kathryn Klassic  Cal State Fullerton,C,2015-01-07,Open,R4,Nevada Las Vegas GV,Southern California VS,Neg,
2015 Kathryn Klassic  Cal State Fullerton,C,2015-01-07,Open,R2,Liberty AM,Minnesota CE,Neg,
2015 USC Alan Nichols Debate Tournament,C,2015-01-03,Var,R4,Wake Forest CM,Liberty CS,Neg,
2015 USC Alan Nichols Debate Tournament,C,2015-01-03,Var,R3,Samford CK,Nevada Las Vegas GV,Neg,
2015 USC Alan Nichols Debate Tournament,C,2015-01-03,Var,R1,Wake Forest HQ,Samford BH,Aff,
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,QTRS,Michigan AP,Kentucky HR,Aff,"Aff								5-0"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,OCTS,Kentucky GN,Michigan AP,Neg,"Neg								5-0"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,DBLS,Georgetown LM,Liberty AM,Aff,"Aff								5-0"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,R1,Ayoka Wicks,Michigan AP,Neg,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Semis,Michigan AP,Georgetown LM,Neg,"Neg								3-0"
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Quarte,Emory KS,Michigan AP,Neg,"Neg								3-0"
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Octos,Emory KS,Wake Forest HQ,Aff,"Aff								2-1"
JW Patterson Debates at Kentucky,C,2014-10-04,Open,Semi,Michigan AP,Harvard DH,Aff,"Aff								3-0"
JW Patterson Debates at Kentucky,C,2014-10-04,Open,Double,Wake Forest HM,Harvard DH,Neg,"Neg								3-0"
JW Patterson Debates at Kentucky,C,2014-10-04,Open,Round,Minnesota CE,Harvard DH,Aff,
JW Patterson Debates at Kentucky,C,2014-10-04,Open,Round,Boston College KK,Northwestern CS,Neg,
JW Patterson Debates at Kentucky,C,2014-10-04,FYB,Quarte,UT Dallas BF,Emory FH,Neg,"Neg								2-1"
Kentucky Round Robin,C,2014-10-01,KYRR,R6,Minnesota Ehrlich & Crunkilton,Wake Forest Quinn & Hurwitz,Aff,
Kentucky Round Robin,C,2014-10-01,KYRR,R4,Michigan Allen & Pappas,Kentucky Grasse & Noparstak,Aff,
Kentucky Round Robin,C,2014-10-01,KYRR,R2,Kansas Khatri & Carey,Harvard Herman & Dimitrijevic,Neg,
Kentucky Round Robin,C,2014-10-01,KYRR,R1,Georgetown McCoy & Louvis,"California, Berkeley Spurlock & Muppalla",Aff,
GSU National College Debate Tournament,C,2014-09-20,OPEN,Dbls,Kentucky GV,Wake Forest HQ,Aff,"Aff								4-1"
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 3,Houston BJ,Kansas FG,Neg,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 2,Wake Forest ShMi,Kentucky/Mary Washington WA,Aff,
SDI 2014 4Week,,2014-08-05,CX,Quarte,ABMPS Oberto-Besso Pando & Levin,ABMPS Koo & Harbeck,Neg,"Neg								3-0"
SDI 2014 4Week Mini,,2014-07-26,CX,R4,BHW Xu & Shukla,BHW Lemons & Jacobs,Neg,
SDI 2014 4Week Mini,,2014-07-26,CX,R2,ABMPS Reed-Guevara & Burgess,HLR Varma & Baker,Aff,
SDI 2014 4Week Mini,,2014-07-26,CX,R1,ABMPS Ahmad & Pattabi,BHW Cozad & Williams,Aff,
68th National Debate Tournament in Indiana,C,2014-03-28,Open,Octos,Michigan AP,Georgetown EM,Aff,"Aff								3-2"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,4,Georgia CS,Minnes CE,Aff,"Aff								2-1"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,3,Kansas BC,Wake MQ,Aff,"Aff								2-1"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,2,Iowa CS,Vandy SW,Aff,"Aff								3-0"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,1,Kentucky GR,MaryWash MP,Neg,"Neg								2-1"
Texas Open,C,2014-02-08,TXO,R5,Wayne State Justice & Slaw,Kansas Campbell & Birzer,Aff,
Texas Open,C,2014-02-08,TXO,R3,Mary Washington Stackhouse & Young,Georgetown Lenart & Pavur,Neg,
Texas Open,C,2014-02-08,TXO,R2,Kansas Monaghan & Nelson,Liberty Calizo & Schiess,Aff,
Kathryn Klassic Winter tournament at California State Universit,HS,2014-01-07,OD,OD 4,Whitman College HK,Mary Washington MP,Neg,
Kathryn Klassic Winter tournament at California State Universit,C,2014-01-07,OD,OD 1,Whitman College AP,Emory DK,Neg,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R5,Minnesota CE,Michigan KK,Aff,
2014 USC Alan Nichols Debate Tournament,C,2014-01-03,Var,R2,George Mason KL,Georgetown EM,Neg,
2013 Franklin R Shirley Classic at Wake Forest,C,2013-11-15,OPN,R3,Nevada Las Vegas VR,"California, Berkeley EM",Aff,
2013 Franklin R Shirley Classic at Wake Forest,C,2013-11-15,OPN,R1,Minnesota ST,Vanderbilt BM,Aff,
Harvard Debate Tournament,C,2013-10-26,Open,Semis,Georgetown AM,Mary Washington MP,Aff,"Aff								2-1"
Harvard Debate Tournament,C,2013-10-26,Open,Octos,Georgetown EM,Wake Forest MQ,Neg,"Neg								2-1"
Harvard Debate Tournament,C,2013-10-26,Open,R8,Kansas BC,Wake Forest HS,Aff,
Harvard Debate Tournament,C,2013-10-26,Open,R6,Mary Washington MP,Georgetown AM,Neg,
Harvard Debate Tournament,C,2013-10-26,Open,R4,GeorgetownEMcg,Georgia CS,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 4,Samford BM,North Texas QM,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 2,Nevada Las Vegas VR,George Mason KL,Neg,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 1,Lakeland College LL,Georgetown BL,Neg,
GSU National College Debate Tournament,C,2013-09-21,JV,Octas,Liberty CC,New York IT,Aff,"Aff								3-0"
GSU National College Debate Tournament,C,2013-09-21,OPEN,Rd 2,Houston MR,Northwestern OS,Neg,
GSU National College Debate Tournament,C,2013-09-21,OPEN,Rd 1,Liberty BM,Houston AA,Aff,
Northwestern Owen L Coon,C,2013-02-09,OC,R5,MaryWash MM,UNLV BV,Aff,
Northwestern Owen L Coon,C,2013-02-09,OC,R4,JCU MS,Georgia LS,Neg,
Northwestern Owen L Coon,C,2013-02-09,OC,R1,Liberty LS,Whitman DM,Aff,
USC Alan Nichols Debate Tournament,C,2013-01-03,Var,3,Whitman MM,Liberty EF,Aff,
USC Alan Nichols Debate Tournament,C,2013-01-03,Var,2,Wake Forest HQ,CalPoly CI,Aff,
Spartan Classic 2012,HS,2012-11-30,Var,Quarte,Niles OT,Dex LS,Aff,"Aff								3-0"
Spartan Classic 2012,HS,2012-11-30,Var,4,TCC TT,Dow EH,Aff,
Spartan Classic 2012,HS,2012-11-30,Var,3,MonShoEM,GBS CM,Aff,
Spartan Classic 2012,,2012-11-30,JV,2,GBN BC,DetComSM,Aff,
Spartan Classic 2012,HS,2012-11-30,Var,1,Niles OT,MonShoBD,Aff,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,2,GTown EM,Northwestern MP,Aff,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,1,Samford MT,UNT MQ,Neg,
GSU National College Debate Tournament,C,2012-09-21,open,Open 4,Liberty CM,Harvard BK,Neg,
GSU National College Debate Tournament,C,2012-09-21,open,Open 1,NYU AG,Liberty LS,Neg,
