Tournament,Lv,Date,Ev,Rd,Aff,Neg,Vote,Result
William DeMougeot Debates,C,2016-01-07,Open,R5,NYU DZ,UT Dallas JB,Aff,
William DeMougeot Debates,C,2016-01-07,Open,R3,Iowa WO,Oklahoma SZ,Neg,
Fear and Loathing in Dallas,C,2016-01-03,OPEN,Octos,Wichita State CW,Trinity SY,Aff,"Neg								2-1"
Fear and Loathing in Dallas,C,2016-01-03,OPEN,R7,Texas BM,Iowa WO,Neg,
Fear and Loathing in Dallas,C,2016-01-03,OPEN,R5,Wichita State CW,West Georgia CC,Aff,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 8,Minnesota AK,Cornell KR,Neg,
Franklin R Shirley Classic at Wake Forest University,C,2015-11-13,Open,RD 7,Harvard BK,Nevada Las Vegas HC,Aff,
Las Vegas Classic,C,2015-10-17,Open,Octas,West Georgia MS,Southern California SS,Neg,"Neg								2-1"
JW Patterson Debates at Kentucky,C,2015-09-30,Open,Oct,Northwestern MO,West Georgia MS,Neg,"Neg								2-1"
JW Patterson Debates at Kentucky,C,2015-09-30,Open,Double,Trinity RS,Michigan DM,Aff,"Neg								2-1"
JW Patterson Debates at Kentucky,C,2015-09-30,Open,R7,Harvard BD,Indiana HA,Neg,
JW Patterson Debates at Kentucky,C,2015-09-30,Open,R5,Indiana SK,Trinity RS,Neg,
UNI Ulrich Invitational,C,2015-09-25,Op,Qrt,UMKC KM,MisSta BG,Aff,"Neg								2-1"
UNI Ulrich Invitational,C,2015-09-25,Op,rd 3,UMKC SS,Ayoka Wicks,Aff,
GSU National College Debate Tournament,C,2015-09-19,OPEN,Quarte,Harvard HS,West Georgia MS,Aff,"Aff								2-1"
GSU National College Debate Tournament,C,2015-09-19,OPEN,Octos,West Georgia MS,Kentucky GV,Aff,"Aff								3-2"
GSU National College Debate Tournament,C,2015-09-19,OPEN,Double,Kentucky GV,Harvard BD,Aff,"Aff								5-0"
GSU National College Debate Tournament,C,2015-09-19,OPEN,R8,Wake Forest DV,Minnesota AK,Neg,
GSU National College Debate Tournament,C,2015-09-19,OPEN,R7,Georgia SW,Harvard AM,Neg,
GSU National College Debate Tournament,C,2015-09-19,OPEN,R5,Harvard BK,Georgia AR,Neg,
GSU National College Debate Tournament,C,2015-09-19,OPEN,R3,Vermont BL,Kentucky HR,Neg,
SDI 4 Week Tournament,,2015-07-28,CX,Octafi,BEPST Carithers & Zhu,BHL Powell & Spears,Aff,
SDI 4 Week Tournament,,2015-07-28,CX,R7,BHL Powell & Spears,BEPST Carithers & Zhu,Neg,
SDI 4 Week Tournament,,2015-07-28,CX,R6,GMSS Freedline & Gaur,BEPST Galant & Khullar,Neg,
SDI 4 Week Tournament,,2015-07-28,CX,R5,BEPST Shaikh & Wang,BHL Gokare & Luo,Aff,
SDI 4 Week Tournament,,2015-07-28,CX,R4,BEPST Funston & Movsovitz,BDRS Falkenstein & Lu,Aff,
SDI 4 Week Tournament,,2015-07-28,CX,R2,BEPST Tambe & Wang,BDRS Chen & Wijeratna,Aff,
SDI 4 Week Tournament,,2015-07-28,CX,R1,BDRS Haberman & Jablonski,BEPST Jain & Shan,Neg,
SDI 4 Week Mini Tournament,,2015-07-18,CX,Round,BEPST Shan & Jain,Hybrid Shaikh & Bhavsar,Neg,
SDI 4 Week Mini Tournament,,2015-07-18,CX,Round,BEPST Khullar & Galant,BEPST Barov & Abramson,Aff,
SDI 4 Week Mini Tournament,,2015-07-18,CX,Round,Hybrid Srinivasan & Wang,BEPST Alla & Callahan,Aff,
69th National Debate Tournament in Iowa,C,2015-04-03,Open,Double,Stanford GL,Northwestern MV,Neg,"Neg								5-0"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R6,Oklahoma AC,Georgetown LM,Aff,"Neg								2-1"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R3,Georgetown EK,Vermont BL,Neg,"Neg								3-0"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R2,Kentucky GN,Central Oklahoma HS,Aff,"Aff								3-0"
69th National Debate Tournament in Iowa,C,2015-04-03,Open,R1,Stanford GL,UT Dallas OL,Neg,"Aff								2-1"
District III  Mid America Championships,C,2015-02-27,D3,R5,Wichita State MO,Missouri State CR,Neg,"Neg								2-1"
District III  Mid America Championships,C,2015-02-27,D3,R4,Wichita State SW,UT Dallas LO,Neg,
District III  Mid America Championships,C,2015-02-27,D3,R1,Trinity VY,Central Oklahoma HS,Neg,
Bear Shock  Wichita State,C,2015-01-24,Open,Round,UT Dallas BP,Wyoming HT,Neg,
Bear Shock  Wichita State,C,2015-01-24,Open,Round,Washington EM,Wyoming FF,Aff,
Bear Shock  Wichita State,C,2015-01-24,Open,Round,Oklahoma TZ,Wichita State SW,Neg,
William DeMougeot Debates,C,2015-01-08,Open,Quarte,NYU IZ,UT Dallas LO,Aff,"Aff								3-0"
William DeMougeot Debates,C,2015-01-08,Open,Octos,Texas SK,Houston BT,Aff,"Aff								3-0"
William DeMougeot Debates,C,2015-01-08,Open,R7,UT Dallas LO,NYU IZ,Aff,
William DeMougeot Debates,C,2015-01-08,Open,R6,Texas SK,Kansas State KS,Aff,
William DeMougeot Debates,C,2015-01-08,JV,R5,Oklahoma TZ,UT San Antonio AW,Aff,
William DeMougeot Debates,C,2015-01-08,Open,R4,Trinity CY,UT Dallas BF,Neg,
Fear and Loathing in Dallas,C,2015-01-05,OPEN,Quarte,Texas SK,NYU IZ,Aff,"Aff								2-1"
Fear and Loathing in Dallas,C,2015-01-05,OPEN,Octos,North Texas CS,UT Dallas LO,Neg,"Neg								3-0"
Fear and Loathing in Dallas,C,2015-01-05,OPEN,R7,Texas SK,Baylor SB,Aff,
Fear and Loathing in Dallas,C,2015-01-05,OPEN,R5,Baylor WE,Wichita State SW,Neg,
Fear and Loathing in Dallas,C,2015-01-05,JV,R4,Houston Bl,Lindenwood DJ,Aff,
Fear and Loathing in Dallas,C,2015-01-05,OPEN,R1,Trinity CY,Baylor WS,Neg,
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,QTRS,Harvard BS,Georgetown LM,Aff,"Aff								5-0"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,OCTS,"California, Berkeley SM",Harvard BS,Neg,"Neg								4-1"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,DBLS,Harvard DH,West Georgia GM,Aff,"Aff								3-2"
2014 Franklin R Shirley Classic,C,2014-11-15,OPN,R8,Wyoming CM,Liberty CS,Neg,
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Quarte,Minnesota CE,Northwestern MV,Neg,"Neg								3-0"
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Octos,Stanford GL,Georgetown LM,Neg,"Neg								3-0"
Harvard Debate Costume Contest and Tournament,C,2014-10-25,Open,Round,California Berkeley SW,Oklahoma WL,Aff,
GSU National College Debate Tournament,C,2014-09-20,OPEN,Octas,Wake Forest AD,Michigan State CZ,Neg,"Neg								5-0"
GSU National College Debate Tournament,C,2014-09-20,OPEN,Dbls,Georgia GH,Wake Forest AD,Neg,"Neg								3-2"
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 8,Samford HB,Wake Forest CC,Aff,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 7,Kentucky GN,Michigan KM,Aff,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 6,James Madison ML,West Georgia MG,Neg,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 5,Emory FH,Georgia GH,Neg,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 4,Trinity RS,Harvard DH,Neg,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 3,Georgia WY,Wake Forest LN,Neg,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 2,Houston RG,Trinity MP,Aff,
GSU National College Debate Tournament,C,2014-09-20,OPEN,OPEN 1,Liberty CS,Georgia DV,Aff,
2014 UMKC Baby Jo Memorial Tournament,C,2014-09-13,OPEN,Finals,Oklahoma CA,Towson JR,Neg,"Neg								2-1"
2014 UMKC Baby Jo Memorial Tournament,C,2014-09-13,OPEN,8,Iowa PO,Emporia State HP,Neg,
2014 UMKC Baby Jo Memorial Tournament,C,2014-09-13,OPEN,4,Arizona State ChRa,Wyoming HT,Aff,
SDI 2014 4Week Mini,,2014-07-26,CX,R4,ABMPS Shan & Midha,ABMPS Fatteh & Zhang,Aff,
SDI 2014 4Week Mini,,2014-07-26,CX,R3,BHW Soria & Asilis,ABMPS Shaikh Wang,Neg,
SDI 2014 4Week Mini,,2014-07-26,CX,R2,CGRS Franz & Subramanian,GKMS Gupta & Jiao,Aff,
SDI 2014 4Week Mini,,2014-07-26,CX,R1,ABMPS Gehling  Resar,CGRS Movsovitz & McMillin,Aff,
68th National Debate Tournament in Indiana,C,2014-03-28,Open,Semis,Michigan AP,Harvard BS,Neg,"Aff								3-2"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,Octos,Rutgers RS,MaryWash MP,Neg,"Aff								4-1"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,Doubl,MaryWash MP,Okla LM,Aff,"Aff								3-2"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,8,Michigan HK,Liberty BM,Aff,"Aff								2-1"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,7,UMKC AF,Berkeley MS,Aff,"Aff								3-0"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,6,Iowa HK,Kentucky GR,Aff,"Aff								3-0"
68th National Debate Tournament in Indiana,C,2014-03-28,Open,4,Rutgers HS,Georgetown EM,Neg,"Neg								3-0"
CEDA Nats  Indiana,C,2014-03-21,,Octs,West Georgia AM,Wyoming MP,Neg,"Aff								4-1"
CEDA Nats  Indiana,C,2014-03-21,,Dbls,Central Oklahoma VY,Harvard BN,Neg,"Aff								3-2"
CEDA Nats  Indiana,C,2014-03-21,,Rd 7,Emporia State BT,Michigan KK,Neg,
CEDA Nats  Indiana,C,2014-03-21,,Rd 6,UT Dallas LO,Wyoming MP,Aff,
CEDA Nats  Indiana,C,2014-03-21,,Rd 5,Central Oklahoma BH,John Carroll SM,Aff,
NDT District 3 Qualifier and MAC,C,2014-02-28,MAC O,Semis,Texas KS,Houston AJ,Aff,"Aff								3-0"
NDT District 3 Qualifier and MAC,C,2014-02-28,D3,D3 8,UCO VY,UTD LO,Aff,
Soul of America  Kansas State,C,2014-02-14,Open,R8,UTSan Colwell & Robertson,KanSta McMillin-Beckman & Stidham,Aff,"Aff								3-0"
Soul of America  Kansas State,C,2014-02-14,Open,R7,KanSta McMillin-Beckman & Stidham,UTSan Morales & Pleitez,Aff,"Aff								2-1"
Soul of America  Kansas State,C,2014-02-14,Open,R4,Mis- Cuellar & Jones,KanSta Jackson & Ramirez,Aff,
Texas Open,C,2014-02-08,TXO,Octas,Northwestern McCarty & Pei,Harvard Suo & Bolman,Aff,"Neg								4-1"
Texas Open,C,2014-02-08,TXO,Double,Kansas City Kansas CC Casas & Gonzaba,Mary Washington McElhinny & Pacheco,Neg,"Neg								3-0"
Texas Open,C,2014-02-08,TXO,R8,Minnesota Crunkilton & Ehrlich,Emory Karthikeyan & Bontha,Aff,
Texas Open,C,2014-02-08,TXO,R6,Nevada Las Vegas Rodriguez & Velto,Iowa Kann & Hancock,Aff,
Texas Open,C,2014-02-08,TXO,R4,West Virginia Orteza & Russell,Trinity Rothenbaum & Solice,Neg,
Texas Open,C,2014-02-08,TXO,R3,Wyoming Dilldine & McFarland,Liberty Calizo & Schiess,Neg,
Texas Open,C,2014-02-08,TXO,R1,Houston Asgari-Tari & Bockmon,Liberty Bobbitt & Murray,Neg,
William DeMougeot Debates,C,2014-01-09,Open,7,MoState MP,Oklahoma BS,Neg,
William DeMougeot Debates,C,2014-01-09,Open,6,WichitaState DS,Texas BS,Aff,
William DeMougeot Debates,C,2014-01-09,Open,3,Trinity RS,KCKCC CG,Neg,
William DeMougeot Debates,C,2014-01-09,Open,2,NorthTexas AS,Wyoming DM,Neg,
William DeMougeot Debates,C,2014-01-09,Open,1,Indiana PS,Baylor CE,Neg,
UTD,C,2014-01-05,OPEN,OPEN 7,KCKCC CG,Dartmouth MM,Neg,
UTD,C,2014-01-05,OPEN,OPEN 6,WichitaState DS,Indiana FH,Aff,
UTD,C,2014-01-05,OPEN,OPEN 5,KCKCC FG,Wyoming HJ,Neg,
UTD,C,2014-01-05,OPEN,OPEN 4,UCO BH,Baylor SW,Neg,
UTD,C,2014-01-05,OPEN,OPEN 2,UMKC CJ,Trinity RS,Neg,
2013 Franklin R Shirley Classic at Wake Forest,C,2013-11-15,OPN,OCTS,Mary Washington MP,Harvard BS,Neg,"Neg								4-1"
2013 Franklin R Shirley Classic at Wake Forest,C,2013-11-15,OPN,DBLS,West Georgia AM,Iowa KH,Aff,"Aff								5-0"
2013 Franklin R Shirley Classic at Wake Forest,C,2013-11-15,OPN,R7,Wyoming MP,Kansas City Kansas CC FJ,Aff,
Harvard Debate Tournament,C,2013-10-26,Open,Quarte,Mary Washington MP,Emory JS,Aff,"Aff								3-0"
Harvard Debate Tournament,C,2013-10-26,Open,Octos,"California, Berkeley MS",Wayne State JS,Aff,"Aff								3-0"
Harvard Debate Tournament,C,2013-10-26,Open,R8,Wake Forest LW,Georgetown EM,Aff,
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,Elim 2,WichitaState MR,UMKC CP,Aff,"Neg								2-1"
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,Elim 1,KCKCC CG,UMKC CP,Neg,"Neg								2-1"
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,6,UMKC CP,KCKCC CG,Neg,
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,4,Emporia TW,KState HK,Neg,
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,3,KState KM,WichitaState KO,Aff,
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,2,KState SS,UMKC JW,Neg,
58th George R R Pflaum Debate  ESU,C,2013-10-18,OPEN,1,WichitaState MR,KState MR,Aff,
Kentucky College Tournament,C,2013-10-05,Opn,OCTS,Harvard BS,Mary Washington MP,Aff,"Aff								4-1"
Kentucky College Tournament,C,2013-10-05,Opn,DBLS,Wake Forest LW,Michigan State TR,Neg,"Aff								3-2"
Kentucky College Tournament,C,2013-10-05,Opn,Rd 8,Michigan State PB,Missouri - Kansas City CP,Aff,
Kentucky College Tournament,C,2013-10-05,Opn,Rd 6,Trinity RS,Michigan State NK,Aff,
GSU National College Debate Tournament,C,2013-09-21,OPEN,Octas,Wake Forest HS,Michigan AP,Neg,"Neg								3-0"
GSU National College Debate Tournament,C,2013-09-21,OPEN,Dbls,Emory DK,Harvard BS,Neg,"Neg								3-0"
GSU National College Debate Tournament,C,2013-09-21,OPEN,Rd 8,George Mason DM,Michigan State BS,Neg,
GSU National College Debate Tournament,C,2013-09-21,OPEN,Rd 7,Iowa HK,Georgia SK,Aff,
GSU National College Debate Tournament,C,2013-09-21,OPEN,Rd 6,Kentucky GR,James Madison LM,Aff,
GSU National College Debate Tournament,C,2013-09-21,JV,Rd 4,Liberty BW,Samford CH,Neg,
2013 Baby Jo Memorial,C,2013-09-14,OPEN,Qrtrs,Harvard BN,Stanford GR,Aff,"Aff								2-1"
2013 Baby Jo Memorial,C,2013-09-14,OPEN,8,Wyoming PM,Wichita St MR,Aff,
2013 Baby Jo Memorial,C,2013-09-14,OPEN,7,Wichita St DS,Gonzaga GS,Neg,
2013 Baby Jo Memorial,C,2013-09-14,OPEN,4,UNT AS,UTSA CR,Aff,
2013 Baby Jo Memorial,C,2013-09-14,OPEN,2,Pittsburgh MW,Texas ST,Neg,
CEDA Nationals at Idaho State University,HS,2013-03-22,0,r8,137,ASU CM,Neg,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r6,Minnes SS,Harvard BN,Neg,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r5,Pittsburgh LM,127,Neg,
CEDA Nationals at Idaho State University,C,2013-03-22,0,r4,CSUChi CW,UniSta AH,Neg,
District 3 Qualifier  Mid America Championship,C,2013-02-22,D3,Round,KanCit L,UNoTex M,Neg,
District 3 Qualifier  Mid America Championship,C,2013-02-22,D3,Round,KanCit M,MisSta G,Aff,
District 3 Qualifier  Mid America Championship,C,2013-02-22,D3,Round,KanCit L,UHoust A,Neg,
Northwestern Owen L Coon,C,2013-02-09,OC,R8,UMKC BS,MaryWash LP,Neg,
Northwestern Owen L Coon,C,2013-02-09,OC,R7,Trinity GK,Wyoming MP,Aff,
Northwestern Owen L Coon,C,2013-02-09,OC,R6,Samford AS,Pitt LW,Aff,
Northwestern Owen L Coon,C,2013-02-09,OC,R4,MSU HR,UCO BD,Aff,
Moorhouse Debate Tournament  WSU,C,2013-01-26,Open,6,Wichita DS,UCO AV,Neg,
Moorhouse Debate Tournament  WSU,C,2013-01-26,Open,5,Texas DS,UCO BY,Neg,
Moorhouse Debate Tournament  WSU,C,2013-01-26,Open,4,North Texas MQ,KState BM,Aff,
Moorhouse Debate Tournament  WSU,C,2013-01-26,Open,2,MoState CP,JCCC CP,Aff,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,7,Wichita DS,ISU HO,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,5,Texas DS,JamesMadison BL,Neg,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,2,Michigan BJ,Oklahoma BY,Aff,
William R DeMougeot Debates  UNT,C,2013-01-09,Open,1,KCKCC JM,JCCC CP,Neg,
Fear and loathing in Dallas,C,2013-01-05,OPEN,7,Minnesota CP,UCO BY,Aff,
Fear and loathing in Dallas,C,2013-01-05,OPEN,5,Samford KM,Houston BR,Aff,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,8,Harvard BS,MaryWash MM,Neg,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,7,GMU KL,JMU BL,Neg,
Franklin R. Shirley Classic at Wake Forest University,C,2012-11-08,-,6,Michigan BJ,IllState HO,Aff,
57th Pflaum Debates at ESU,C,2012-10-19,JV,JV 6,KCKCC BL,Lindenwood PV,Aff,
57th Pflaum Debates at ESU,C,2012-10-19,OPEN,Open 5,JCCC CP,Oklahoma MR,Aff,
57th Pflaum Debates at ESU,HS,2012-10-19,OPEN,Open 4,Whitman ST,UMKC CW,Neg,
57th Pflaum Debates at ESU,C,2012-10-19,OPEN,Open 3,UCO DV,Minnesota EH,Aff,
57th Pflaum Debates at ESU,C,2012-10-19,JV,JV 2,Minnesota KL,KCKCC CP,Neg,
57th Pflaum Debates at ESU,C,2012-10-19,OPEN,Open 1,Wichita DO,Emporia BW,Neg,
Kentucky College Tournament,C,2012-10-05,O,Open 8,Iowa LW,NWstrn SS,Neg,
Kentucky College Tournament,C,2012-10-05,O,Open 7,BosCol KM,Minneosta BE,Aff,
Kentucky College Tournament,C,2012-10-05,O,Open 6,Harvard BS,UNT MQ,Aff,
Kentucky College Tournament,C,2012-10-05,O,Open 5,NWstrn OW,Berkeley IS,Aff,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,JV,JVSemi,JCCC BC,Oklaho LS,Neg,"Neg								3-0"
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open8,WesCon AE,Houston KR,Neg,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open7,ASU RV,UTD LV,Aff,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open6,IllSt HO,Minnes CP,Neg,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open4,Emporia CW,Baylor BB,Aff,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open3,Oklaho LeoMas,UCO BY,Aff,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open2,UNT FO,Oklaho BM,Neg,
UMKC - Baby Jo Memorial Tournament,C,2012-09-22,OP,Open1,ASU DM,Oklaho CR,Neg,
